iterasi,x0,x1,x2,f(x2)
1,0.000000000000,1.000000000000,0.136184214348,0.107870981855
2,1.000000000000,0.136184214348,0.220256274711,0.073862041506
3,0.136184214348,0.220256274711,0.402847497736,-0.025831905106
4,0.220256274711,0.402847497736,0.355535907547,0.004664531598
5,0.402847497736,0.355535907547,0.362772372893,0.000249490727
6,0.355535907547,0.362772372893,0.363181300250,-0.000002573415
7,0.362772372893,0.363181300250,0.363177125362,0.000000001403
8,0.363181300250,0.363177125362,0.363177127637,0.000000000000
