iterasi,x,g(x),g(g(x)),x_next,error,f(x_next)
1,1.000000000000,-0.077846103947,0.572024239481,0.327579345813,0.672420654187,0.020943803957
2,0.327579345813,0.382804193396,0.352133896357,0.363085238538,0.035505892725,0.000056664284
3,0.363085238538,0.363228457220,0.363148453239,0.363177127017,0.000091888479,0.000000000382
4,0.363177127017,0.363177127983,0.363177127444,0.363177127637,0.000000000620,0.000000000000
