iterasi,x0,x1,x2,x_hat,error,f(x_hat)
1,0.000000000000,-0.693147180560,-2.484906649788,0.437327179819,0.437327179819,-0.040531938427
2,0.437327179819,0.376452004842,0.230371941149,0.480819835984,0.043492656165,-0.000335031858
3,0.480819835984,0.480278102268,0.478987626193,0.481211793799,0.000391957815,-0.000000026700
4,0.481211793799,0.481211750598,0.481211647694,0.481211825060,0.000000031261,-0.000000000000
