iterasi,x,g(x),g(g(x)),x_next,error,f(x_next)
1,1.000000000000,0.870550563296,0.820955702873,0.790154084545,0.209845915455,-0.062419356251
2,0.790154084545,0.798003081188,0.799961723524,0.800613005195,0.010458920650,-0.000110957861
3,0.800613005195,0.800626507965,0.800629964861,0.800631154416,0.000018149221,-0.000000000343
4,0.800631154416,0.800631154458,0.800631154469,0.800631154473,0.000000000056,0.000000000000
