iterasi,x_n,f(x_n),f'(x_n),error
1,0.500000000000,-0.898437500000,0.984375000000,0.912698412698
2,1.412698412698,16.838173498011,67.779299529593,0.248426490313
3,1.164271922385,5.475635980042,28.512663640606,0.192042246528
4,0.972229675857,1.606617144063,13.357111491364,0.120281779867
5,0.851947895990,0.356275928669,7.826957222815,0.045519084687
6,0.806428811303,0.035957995264,6.291082584263,0.005715708669
7,0.800713102634,0.000501124217,6.116375293733,0.000081931568
8,0.800631171066,0.000000101453,6.113898903697,0.000000016594
9,0.800631154473,0.000000000000,6.113898402228,0.000000000000
