iterasi,x0,x1,x2,f(x2)
1,2.500000000000,3.000000000000,2.718092177306,0.120529831364
2,3.000000000000,2.718092177306,2.757390865067,0.003091582548
3,2.718092177306,2.757390865067,2.758425409932,-0.000100097169
4,2.757390865067,2.758425409932,2.758392964630,0.000000068577
5,2.758425409932,2.758392964630,2.758392986843,0.000000000002
