iterasi,x,g(x),g(g(x)),x_next,error,f(x_next)
1,3.000000000000,0.511603584956,0.331502598349,0.317450512564,2.682549487436,-0.209768200579
2,0.317450512564,0.412642434940,0.370762789611,0.383558329359,0.066107816795,0.001106974809
3,0.383558329359,0.383045671324,0.383265805976,0.383199676407,0.000358652953,0.000000029823
4,0.383199676407,0.383199662597,0.383199668528,0.383199666746,0.000000009660,0.000000000000
