iterasi,x0,x1,x2,x_hat,error,f(x_hat)
1,3.000000000000,1.086938563232,-0.183488198031,-2.694999352432,5.694999352432,-0.678307884217
2,-2.694999352432,0.248976780973,0.745223818842,0.845831816288,3.540831168721,0.750275837889
3,0.845831816288,-0.001752882951,1.564724174570,0.548242154229,0.297589662059,0.425915066880
4,0.548242154229,0.095417470703,1.242277650654,0.420060536279,0.128181617950,0.110577102556
5,0.420060536279,0.301799258583,0.592031984320,0.385823241032,0.034237295247,0.008084765524
6,0.385823241032,0.377112300664,0.397490816737,0.383214719204,0.002608521828,0.000046468728
7,0.383214719204,0.383164616896,0.383281286342,0.383199667247,0.000015051957,0.000000001545
8,0.383199667247,0.383199665581,0.383199669460,0.383199666746,0.000000000500,0.000000000000
